Place,X-coord,Y-coord,Rooms,CommonR,Sauna,m^2,Age,Price
Kivipyykintie 4 A,60.23274139999999,25.0180503,3h+k+kph+wc+s+lasitettu parvek,3,1,"77,5 m²",1985,849 €/kk 
Porttikuja 11 A,60.2335215,25.0843694,3h+kt,3,0,57 m²,1965,1 079 €/kk 
Hämeentie 70 C,60.19102090000001,24.9642542,2h+kk+kph+alkovi+vh+p,2,0,50 m²,1953,1 140 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,31 m²,2023,990 €/kk 
Kaivolahdenkatu 5,60.1882611,25.0389709,4H+K+S,4,1,108 m²,1995,"1673,36 €/kk "
Bertha Pauligin katu 2a A,60.206359,25.150693,2h + kt + kph + 2 kpl ransk. p,2,0,47 m²,2023,915 €/kk 
Tapulikaupungintie  13,60.27708680000001,25.0351375,2H+K+S,2,1,"61,5 m²",2000,1 035 €/kk 
Päästäisenkuja 1,60.2666844,24.9806526,2H+KK,2,0,38 m²,1985,929 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"37,5 m²",2023,1 200 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3-4h+kt,3,0,65 m²,2023,2 110 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"28,5 m²",2023,890 €/kk 
Pienen Villasaaren tie 3 G,60.2227445,25.1474261,2h+k+kph+p,2,0,51 m²,1965,745 €/kk 
Vanha Viertotie 9,60.2106865,24.8859962,2H+KK+S,2,1,50 m²,2003,1 025 €/kk 
Näyttelijäntie 24 B,60.2315822,24.8923989,3h+kt,3,0,63 m²,1959,1 239 €/kk 
Länsisatamankatu 26,60.15697100000001,24.912688,2h+kt,2,0,"44,5 m²",2018,1 055 €/kk 
Ounasvaarantie 1 F,60.23763599999999,25.1157374,2H+K+KPH+VH,2,0,52 m²,1974,850 €/kk 
Von Daehnin katu 8,60.23115559999999,25.0453095,2H+KT,2,0,46 m²,2012,990 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"35,5 m²",2023,993 €/kk 
Rakentajantie 2,60.2294668,24.855277,1 h + kk + kph + parveke,1,0,35 m²,1974,720 €/kk 
Näyttelijäntie 3 A,60.22658130000001,24.8948387,"2h, k, kph, vh",2,0,40 m²,1954,"607,50 €/kk "
Talontie 4 A,60.2099329,24.8902557,1h+kk,1,0,20 m²,1957,715 €/kk 
Paukkulantie 2 B,60.23152019999999,25.0545458,1h+kt,1,0,"28,5 m²",2020,745 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,28 m²,2023,962 €/kk 
Keinutie 12,60.23577969999999,25.0723303,2H+KT,2,0,44 m²,2020,890 €/kk 
Kivipadontie 6h A,60.233337,24.948913,2h+kt,2,0,51 m²,2023,1 045 €/kk 
KASÖÖRINKATU 2,60.19778199999999,24.9418213,"4h+k+ kph+parv / 4+kitchen, bathroom, balcony",4,0,68 m²,1974,579 €/kk 
Halkaisijantie 5,60.20280210000001,25.1270918,2H+K,2,0,58 m²,1990,968 €/kk 
AJOMIEHENTIE 20 B,60.23848269999999,24.8469462,2 H + TUPAK,2,0,"64,5 m²",2011,1 150 €/kk 
AJOMIEHENTIE 20 B,60.23848269999999,24.8469462,2 H + TUPAK,2,0,"64,5 m²",2011,1 129 €/kk 
Solakalliontie 1 C,60.2407446,24.9634081,5+k+kph2+khh+s+p+t+e+v,5,1,144 m²,2012,2 900 €/kk 
Tähtisaranpolku 3,60.2311021,25.057864,4H+K+S,4,1,"93,5 m²",2017,1 670 €/kk 
Uimarannantie 8 A 12,60.25842590000001,24.9856429,2h+kt,2,0,42 m²,2022,890 €/kk 
Madetojankuja 1,60.2433113,24.9918836,3H+KT,3,0,"48,5 m²",2023,1 098 €/kk 
LINNANKOSKENKATU 4 A,60.1852943,24.9199337,2H+KK,2,0,37 m²,1937,1 055 €/kk 
Kokkokalliontie 5 R,60.2293609,24.8521298,2H+K,2,0,41 m²,1998,895 €/kk 
Työpajankatu 17,60.18752689999999,24.9807141,4H+KT,4,0,76 m²,2022,2 490 €/kk 
Maaherrantie 30,60.23017699999999,24.9718134,3H+KT,3,0,"63,5 m²",2022,"969,47 €/kk "
Viides linja 4,60.18274710000001,24.9543578,1H+KK,1,0,"34,5 m²",1946,872 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"37,5 m²",2023,1 255 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,"50,5 m²",2023,1 719 €/kk 
Vanhanlinnantie 3 F,60.21433179999999,25.0880759,1h+kt+p,1,0,"32,5 m²",2011,775 €/kk 
Alppikatu 5 B,60.185084,24.9417198,1h+kk+kph,1,0,23 m²,1961,730 €/kk 
Ida Aalbergin tie 1a A,60.2309655,24.8999958,1h,1,0,"17,84 m²",1970,315 €/kk 
Taidemaalarinkatu 8 A,60.2623304,24.8908045,2-3h+kt,2,0,"54,5 m²",2021,1 060 €/kk 
Näyttelijäntie 24 A,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,749 €/kk 
Tähtisadeaukio 1,60.206372,25.075189,2H+KK+S,2,1,48 m²,1998,980 €/kk 
Kellosilta 8b,60.20054099999999,24.937085,1H+KT,1,0,"32,5 m²",2023,935 €/kk 
Ristolantie 19,60.21296489999999,24.8941682,2H+K,2,0,48 m²,1959,965 €/kk 
Karavaanikuja 2,60.20646420000001,25.1195754,2H+KT,2,0,47 m²,2017,990 €/kk 
Näyttelijäntie 24 A,60.2315822,24.8923989,2h+kt,2,0,"49,5 m²",1959,999 €/kk 
Kotikonnuntie 8 B,60.2407806,25.0852206,3h+kk+s,3,1,"68,5 m²",2015,1 130 €/kk 
Iso Roobertinkatu 30,60.1626315,24.9401981,2H+KT,2,0,"34,5 m²",2018,1 298 €/kk 
Kuusitie 11 B,60.1947294,24.8980011,1h+kk+kph,1,0,32 m²,1945,749 €/kk 
Liuskepolku 3,60.2387725,25.0191913,2+kk,2,0,"49,5 m²",2012,872 €/kk 
Arhotie 22 B,60.21779850000001,25.086443,2h+k,2,0,50 m²,1964,939 €/kk 
Kuusitie 18 A,60.19392459999999,24.8967325,1h+avok+kph,1,0,24 m²,1946,675 €/kk 
Wavulinintie 1,60.15412229999999,24.8789073,"1h, ak, kph, wc",1,0,36 m²,1954,1 680 €/kk 
Pläsinpellonkuja 4 A,60.265272,24.9860301,1h+kt+ransk.p,1,0,35 m²,2018,718 €/kk 
Välimerenkatu 8,60.15959009999999,24.9184003,2H+K,2,0,"59,5 m²",2017,1 395 €/kk 
Selkämerenkatu 4,60.162825,24.9157195,3h + avokeittiö,3,0,"81,5 m²",1993,1 785 €/kk 
Von Daehnin katu 7,60.23150309999999,25.0456407,2 H + KK,2,0,45 m²,2008,910 €/kk 
Vaakamestarinpolku 2,60.27734129999999,25.0222977,3H+K,3,0,81 m²,1980,1 050 €/kk 
Lapinlahdenkatu 8,60.1669457,24.9261685,"1h, 1minik, kph",1,0,27 m²,1955,1 505 €/kk 
Kotinummentie 47,60.26391249999999,25.0129931,4H+K,4,0,85 m²,1993,"1300,51 €/kk "
Eteläinen Hesperiankatu 18,60.1767926,24.9241665,1H+KT,1,0,26 m²,1935,865 €/kk 
Otto Brandtin tie 16 F,60.23315650000001,24.97845,3h+k,3,0,"66,5 m²",1988,1 115 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"35,5 m²",2023,1 045 €/kk 
Kolupolku 6,60.2635562,25.0851225,2H+K,2,0,"55,5 m²",1987,898 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,3H+KT,3,0,"58,5 m²",2023,1 427 €/kk 
Saanatunturintie 1 I,60.23584839999999,25.1255402,2h+k+kph,2,0,47 m²,1970,727 €/kk 
Dagmarinkatu 9,60.17251450000001,24.9277038,2H+K+KPH,2,0,42 m²,1936,1 200 €/kk 
Paahtajankuja 1 A,60.20616099999999,25.1493181,1h+kt,1,0,"41,5 m²",2016,938 €/kk 
Gustav Pauligin katu 5a A,60.206121,25.150977,3h+kt,3,0,"64,5 m²",2022,1 330 €/kk 
Vuotie 47 C,60.207069,25.148776,1H+KT+VIH,1,0,"36,5 m²",2023,904 €/kk 
Kellosilta 8b,60.20054099999999,24.937085,1H+KT,1,0,"29,5 m²",2023,859 €/kk 
Korvatunturintie 6 A 12,60.2376248,25.1179932,2H+KT,2,0,"43,5 m²",2019,880 €/kk 
Kellosilta 8b,60.20054099999999,24.937085,1H+KT,1,0,"29,5 m²",2023,870 €/kk 
Lastenkodinkatu 9 B 15,60.1661608,24.9241734,"2h + k, wc, kylpyhuone",2,0,70 m²,1908,1 450 €/kk 
Mannerheimintie 93 G,60.1955563,24.9040155,2h+kk+kh+parveke,2,0,40 m²,1953,920 €/kk 
Laakavuorenkuja 1C 21 ,60.2402282,25.1103577,3H+Keittiö,3,0,"68,5 m²",1983,1 150 €/kk 
Madeiranaukio 4 A 42,60.1524015,24.9117547,4h+kt+s,4,1,"111,5 m²",2021,4 014 €/kk 
Siltavoudintie 14b E,60.23200569999999,24.9667719,1h+k+kph,1,0,23 m²,1963,675 €/kk 
Strömbergintie 4 C,60.21993129999999,24.8662537,1h+avok+kph+las.parveke,1,0,"26,5 m²",2021,749 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"28,5 m²",2023,905 €/kk 
Vanhaistentie 1d,60.24179909999999,24.8862911,2H+KT,2,0,"44,5 m²",2022,1 059 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,25 m²,2023,815 €/kk 
Sompasaarenlaituri 16 B,60.180984,24.9743853,1h+kt,1,0,"23,5 m²",2021,869 €/kk 
Selkämerenkatu 18 A,60.16043179999999,24.9172019,4h+k,4,0,"94,5 m²",1993,1 858 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,2h+kt,2,0,"34,5 m²",2023,950 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,33 m²,2023,935 €/kk 
Jauhajankuja 1 B,60.20457990000001,25.1497846,2h+kt+s,2,1,"56,5 m²",2015,1 074 €/kk 
Malagankatu 7 A,60.1568086,24.9144317,2h+kt,2,0,41 m²,2016,1 099 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,35 m²,2023,1 059 €/kk 
Siltavoudintie 1,60.2292592,24.9651423,3H+K,3,0,71 m²,1965,1 302 €/kk 
Tukkutorinkuja 16,60.18836150000001,24.9828729,1h + avokeittiö,1,0,29 m²,2019,900 €/kk 
Ritarikatu 9,60.17145189999999,24.9557387,"1h, ak, kph, wc",1,0,45 m²,1911,1 988 €/kk 
Myllypellontie 1 C,60.2339033,24.9799866,3h+k+s,3,1,71 m²,1998,1 125 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,28 m²,2023,976 €/kk 
Vaasankatu 17,60.1884618,24.9568234,2H+KK,2,0,45 m²,1989,998 €/kk 
Kustinpolku 17 B,60.218499,24.924674,1h+kt,1,0,28 m²,2023,828 €/kk 
Kustinpolku 17 B,60.218499,24.924674,2h+kt,2,0,"79,5 m²",2023,1 570 €/kk 
Karhulantie 13,60.2178408,25.1042321,3H+KT+S,3,1,"67,5 m²",2015,1 399 €/kk 
Korppaanmäentie 2,60.20304249999999,24.8980564,2H+K,2,0,59 m²,1989,1 217 €/kk 
Hietalahdenkatu 6,60.16293770000001,24.9281907,"2h, alkovi, kk, kph/wc, eteish",2,0,"48,5 m²",1924,1 200 €/kk 
Keinulaudantie 2a,60.2359954,25.0816649,2H+KT,2,0,"46,5 m²",2021,950 €/kk 
Nuolitie,60.2286685,24.8605986,1-2h+k+alk+kph,1,0,60 m²,1940,895 €/kk 
Kivipadontie 6h A,60.233337,24.948913,2h+kt+s,2,1,52 m²,2023,1 150 €/kk 
Käsityöläisentie 4-10,60.2731769,25.0334204,2H+KK,2,0,"45,5 m²",1974,850 €/kk 
Vilhonvuorenkuja 6 A,60.186577,24.9622478,1h+kk+kph,1,0,18 m²,1938,649 €/kk 
Roihuvuorentie 20 I-M,60.2004143,25.0569875,1H+KK,1,0,22 m²,1956,652 €/kk 
Eteläinen Hesperiankatu 18,60.1767926,24.9241665,1H+KT,1,0,26 m²,1935,899 €/kk 
Liisankatu 16,60.1737407,24.9543656,6h+k+kph+wc,6,0,19 m²,1905,500 €/kk 
KLANEETTITIE 16,60.2394148,24.8729217,"5h+k+ kph+parv / 5+kitchen, bathroom, balcony",5,0,106 m²,1980,599 €/kk 
PITÄJÄNMÄENTIE 35 A,60.22563879999999,24.849538,1H+K,1,0,"34,5 m²",1978,804 €/kk 
Ida Aalbergin tie 1a A,60.2309655,24.8999958,1h,1,0,"17,84 m²",1970,315 €/kk 
Arhotie 22 B,60.21779850000001,25.086443,3h+k,3,0,"65,4 m²",1964,1 089 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"43,5 m²",2023,1 409 €/kk 
Bulevardi 31,60.163107,24.9312636,2H+KT,2,0,"35,5 m²",2023,1 145 €/kk 
Retkeilijänkatu 15 A,60.20519539999999,25.1263504,2H+KT+P,2,0,"48,5 m²",2020,968 €/kk 
Näyttelijäntie 24 C,60.23205480000001,24.8926067,3h+kt,3,0,63 m²,1959,1 229 €/kk 
Kruunuvuorenkatu 2,60.16745049999999,24.9625844,2H+KT,2,0,43 m²,2019,1 253 €/kk 
Apollonkatu 10 A 72,60.1756945,24.9268628,1 h + kk + p,1,0,"42,5 m²",1927,1 280 €/kk 
Leikkikuja 2a,60.241957,25.084536,1H+KK,1,0,"33,5 m²",1974,750 €/kk 
Itälahdenkatu 14,60.1508109,24.880469,2H+KT,2,0,"51,5 m²",1982,1 258 €/kk 
Arhotie 22 B,60.21779850000001,25.086443,2h+k,2,0,50 m²,1964,939 €/kk 
Meritullinkatu 13 A,60.1725615,24.9585419,1h+k,1,0,36 m²,1929,1 680 €/kk 
Tapulikaupungintie  13,60.27708680000001,25.0351375,3H+K+S,3,1,"72,5 m²",2000,1 240 €/kk 
Näyttelijäntie 24 D,60.2315822,24.8923989,3h+kt,3,0,63 m²,1959,1 229 €/kk 
Länsisatamankatu 31 A,60.156048,24.912702,3h + k + kph + p,3,0,"65,5 m²",2023,1 590 €/kk 
Kustinpolku 17 A,60.218499,24.924674,2h+kt,2,0,46 m²,2023,1 080 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,33 m²,2023,920 €/kk 
Maasälväntie 5-9,60.2371431,25.0116904,4H+K,4,0,67 m²,1963,1 198 €/kk 
Niittaajankatu 9 A 16,60.1915715,25.0294989,1h+tupak+s+lasitettu parv,1,1,40 m²,2001,940 €/kk 
Näyttelijäntie 24 F,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,729 €/kk 
Radiokatu 11 ,60.20284039999999,24.9200592,1h+keittö+terassi,1,0,27 m²,2012,795 €/kk 
Kallvikintie 61,60.2084962,25.1364021,2H+KK+S,2,1,"53,5 m²",2000,1 080 €/kk 
Svanströminkuja 7,60.166148,25.0461466,5 h + k,5,0,"98,5 m²",1972,"1327,59 €/kk "
Kellosilta 8b,60.20054099999999,24.937085,1H+KT,1,0,"25,5 m²",2023,860 €/kk 
Museokatu 11 C,60.1750445,24.9265694,2h+avok+kph+erillinen wc,2,0,"46,5 m²",1912,1 100 €/kk 
Niittaajankatu 9 B 41,60.1911806,25.0272375,2h+kk+s+lasitettu parv,2,1,"46,5 m²",2001,1 030 €/kk 
Minervankatu 4,60.1756635,24.9244238,1H+KT,1,0,23 m²,1947,917 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,"50,5 m²",2023,1 719 €/kk 
Tyynenmerenkatu 3 D 93,60.1590551,24.9208259,3h+k+s+lasitettu parv,3,1,69 m²,2014,1 685 €/kk 
Meri-Rastilan tie 5 A,60.20310509999999,25.1166968,3h+k,3,0,68 m²,1992,1 039 €/kk 
Otavantie 5 C,60.15803829999999,24.8796106,2h+kk+kph,2,0,"36,5 m²",1938,950 €/kk 
Juutinraumankatu 10,60.1588411,24.9184603,2H+KT,2,0,"57,5 m²",2014,"1278,65 €/kk "
Taidemaalarinkatu 12 B 21,60.2616152,24.8926736,2H+K,2,0,"30,5 m²",2017,760 €/kk 
Kaustisenpolku 3,60.23938709999999,24.8805584,3H+K,3,0,"71,5 m²",1974,1 130 €/kk 
Pietarinkatu 16 C,60.156957,24.9461025,"1h + kk, et ja kph",1,0,"21,8 m²",1907,820 €/kk 
Madeiranaukio 4 A 2,60.1524015,24.9117547,2-3h+kt,2,0,61 m²,2021,"1616,50 €/kk "
Teollisuuskatu 28,60.19566440000001,24.9425261,1h+k,1,0,"27,5 m²",2019,960 €/kk 
Kivipadontie 6h B,60.233337,24.948913,3h+kt+s,3,1,"68,5 m²",2023,1 350 €/kk 
Taiteentekijäntie 7,60.2076769,24.8578689,2H+KK,2,0,"45,5 m²",1992,"919,65 €/kk "
Karavaanikuja 2,60.20646420000001,25.1195754,2H+KT,2,0,47 m²,2017,999 €/kk 
Itälahdenkatu 9-11 A,60.149335,24.8821717,2h+kk+s,2,1,49 m²,2011,1 242 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,"52,5 m²",2023,1 844 €/kk 
Juhana herttuan tie 14 i,60.2191105,24.9675994,1h + alkovi + k + kph,1,0,"36,2 m²",1973,790 €/kk 
Puuskakuja 23,60.17068519999999,25.0834538,4H+K+S,4,1,98 m²,1996,1 795 €/kk 
Melkonkatu 21a,60.15250330000001,24.8824057,3h+k+kph+parveke,3,0,"72,5 m²",2012,1 580 €/kk 
Markkinatie 14,60.25047600000001,25.0009576,3H+K+S,3,1,"70,5 m²",1994,1 160 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"28,5 m²",2023,967 €/kk 
Punavuorenkatu 17 B,60.16039800000001,24.935138,1h+kk+kph,1,0,20 m²,1957,730 €/kk 
Sompasaarenlaituri 10 b 28,60.1814277,24.9748785,3h+k,3,0,72 m²,2020,1 750 €/kk 
Eerikinkatu 24,60.1660802,24.9324125,"1h, kph",1,0,24 m²,1956,1 693 €/kk 
Lapinlahdenkatu 8,60.1669457,24.9261685,"3h, k, kph, p",3,0,73 m²,1955,3 601 €/kk 
Arabiankatu 4,60.2067171,24.9767752,1H+KK+ALK,1,0,"43,5 m²",2014,998 €/kk 
Vuotie 49b A,60.2072849,25.1505648,2h+kt,2,0,"40,5 m²",2022,960 €/kk 
Lehdesniityntie 3 H,60.1807648,24.8466831,2h+k+kph+p,2,0,58 m²,1967,1 095 €/kk 
Von Daehnin katu 12 A,60.230898,25.0447726,2h+kk,2,0,54 m²,2012,1 059 €/kk 
Myllypellontie 1 B,60.2339033,24.9799866,3h+k+s,3,1,72 m²,1998,1 125 €/kk 
Vilhonvuorenkuja 6,60.186577,24.9622478,1h + k,1,0,22 m²,1939,900 €/kk 
Näyttelijäntie 24 B,60.2315822,24.8923989,3h+kt,3,0,63 m²,1959,1 229 €/kk 
Katontekijänkuja 1,60.2529528,25.0232631,2H+KT,2,0,"47,5 m²",2013,919 €/kk 
Hilapellontie 4,60.2402738,24.8373125,3H+K,3,0,55 m²,1969,1 020 €/kk 
Kantelettarentie 15,60.24123319999999,24.8847953,2H+KT,2,0,40 m²,2019,970 €/kk 
Temperankatu 2 A,60.2618023,24.8914321,3h+kt+s,3,1,72 m²,2019,1 147 €/kk 
Rauhankatu 11 A,60.1717256,24.9560025,3h + alkovi + kk + kph,3,0,84 m²,1904,1 950 €/kk 
Madeiranaukio 4 A 59,60.1524015,24.9117547,4h+kt+s,4,1,114 m²,2021,4 161 €/kk 
Erkki Melartinin tie 1 C,60.24615370000001,24.9894959,2h+k,2,0,"59,5 m²",1991,915 €/kk 
Kaivonkatsojantie 8 A 5,60.2050951,25.1360803,2h+k+s+lasitettu parv.,2,1,55 m²,1998,1 020 €/kk 
Näyttelijäntie 24 D,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,739 €/kk 
Neulapadontie 5 D,60.2220947,25.0627495,1h+kk,1,0,"27,5 m²",1965,699 €/kk 
Hilapellontie 4,60.2402738,24.8373125,2H+KK,2,0,"42,5 m²",1969,830 €/kk 
Vuotie 47 C,60.207069,25.148776,1H+KT+VIH,1,0,34 m²,2023,995 €/kk 
Gustav Pauligin katu 5a B,60.206121,25.150977,4h+kt,4,0,"82,5 m²",2022,1 595 €/kk 
Laivurinkatu 13-15 A,60.1563563,24.9422177,1h+k+kph+alkovi,1,0,37 m²,1965,850 €/kk 
Karibiankuja 4,60.15525469999999,24.9076532,1H+KT,1,0,36 m²,2020,945 €/kk 
Kutomotie 12a A,60.21418550000001,24.8720578,2h+kk+s,2,1,"46,5 m²",2013,985 €/kk 
Iso Roobertinkatu 1,60.1641682,24.9435881,2h + avok,2,0,56 m²,2018,1 900 €/kk 
Fredrikinkatu 49 C,60.1666053,24.9341229,2h+alkovi+kph+wc,2,0,78 m²,1908,2 000 €/kk 
Leanportti 2,60.2023727,24.9238177,2H+K,2,0,62 m²,1983,1 187 €/kk 
Topeliuksenkatu 3 B,60.18007169999999,24.92221,2h + avok,2,0,"46,5 m²",1935,1 600 €/kk 
Isonvillasaarentie 12 I ,60.2200922,25.1424571,2h+k+p,2,0,50 m²,1970,880 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,39 m²,2023,990 €/kk 
Stenbäckinkatu 12 C,60.18862490000001,24.9133399,1h+ks+kh,1,0,"28,17 m²",1926,680 €/kk 
Aurinkotuulenkatu 20 B,60.20408429999999,25.1597914,3h+k+s,3,1,80 m²,2006,1 499 €/kk 
Kanavakatu 3,60.1661508,24.9648117,3h + avok,3,0,42 m²,1929,1 450 €/kk 
Konalantie 14,60.22722,24.851071,3H+K,3,0,"86,5 m²",1984,1 290 €/kk 
Lukijankuja 2 B,60.26466850000001,25.0256712,1 h + k,1,0,34 m²,1986,950 €/kk 
Vanha talvitie 7 A,60.1901836,24.9756293,4h + kt + s + las. parv.,4,1,73 m²,2023,1 690 €/kk 
Pietarinkatu 12 B,60.157166,24.9477868,1h+kk+kph+ranskalainen p,1,0,"25,5 m²",1961,790 €/kk 
Karibiankuja 4,60.15525469999999,24.9076532,3H+KT,3,0,66 m²,2020,1 590 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,"30,5 m²",2023,888 €/kk 
Maisemamaalauksenkatu 2 B,60.2590674,24.8858838,1h+kt,1,0,29 m²,2020,740 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"43,5 m²",2023,1 459 €/kk 
Vanhanlinnantie 3 E,60.2144268,25.0881095,1h+kt+p,1,0,32 m²,2011,772 €/kk 
Kotkankatu 9,60.1922188,24.9437842,1H+KT,1,0,"44,5 m²",1957,1 120 €/kk 
Suvilahdenkatu 6 A 4,60.18734440000001,24.9677822,3h+k+s+lasitettu parv,3,1,"74,5 m²",1999,1 581 €/kk 
Jauhajankuja 2 A,60.2046033,25.1499727,4h+kt+s+p,4,1,85 m²,2012,1 571 €/kk 
Työpajankatu 6,60.1892085,24.9757517,1h+kt+p,1,0,29 m²,2022,995 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,31 m²,2023,920 €/kk 
Näkinkuja 4,60.1808446,24.9539206,2H+KK,2,0,"44,5 m²",1991,1 113 €/kk 
Kivipadontie 6h B,60.233337,24.948913,1h+kt,1,0,28 m²,2023,805 €/kk 
ALEKSIS KIVEN KATU 47 C,60.1960008,24.9378903,2 H + KT + S,2,1,"45,5 m²",2016,1 235 €/kk 
Kalkkihiekantie 2 A,60.20191289999999,25.1430469,2h+k+s,2,1,"60,5 m²",1997,1 095 €/kk 
Kontulantie 19,60.23706199999999,25.0962363,2H+KT,2,0,"41,5 m²",2016,870 €/kk 
Näyttelijäntie 24 C,60.23205480000001,24.8926067,1h+kt,1,0,25 m²,1959,749 €/kk 
Ristiretkeläistenkatu 17 A,60.22493129999999,24.9866619,2H + S + T,2,1,69 m²,2020,1 699 €/kk 
Rajatie 5a A,60.2626544,25.0190923,2h+kk+s,2,1,"49,5 m²",2009,920 €/kk 
Jätkäsaarenkuja 16 G,60.1583743,24.9165935,3h+k,3,0,"71,5 m²",2016,1 620 €/kk 
Lupajantie 2 C,60.2326683,25.1068718,1h+kt,1,0,"22,5 m²",2022,699 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,4h+kt,4,0,"73,5 m²",2023,2 490 €/kk 
Tapulikaupungintie 17 AS,60.2770414,25.0351989,2h+kk,2,0,"54,5 m²",2001,900 €/kk 
Kulmavuorenkatu 2 C,60.18846139999999,24.9642057,2h + k,2,0,49 m²,1930,1 550 €/kk 
Ida Ekmanin tie 2,60.2247529,24.8954182,"1h, alkovi, kk, kph, ransk. p",1,0,29 m²,1956,750 €/kk 
Ansaritie 2-4 B,60.2089507,24.8859766,1h+kt,1,0,25 m²,1960,779 €/kk 
Klaneettitie 12F69,60.2390538,24.8739962,5h + k + kph + S,5,1,93 m²,1983,499 €/kk 
Tilkankuja 6 C 22,60.1977244,24.8966348,1h+tk+lasitettuparv.,1,0,43 m²,1995,938 €/kk 
Adolf Lindforsin tie 5 B,60.22988050000001,24.8921085,2h+k+kph+vh+lasitettu p,2,0,47 m²,1956,884 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,30 m²,2023,860 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"38,5 m²",2023,1 295 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,31 m²,2023,950 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,"34,5 m²",2023,1 008 €/kk 
Korvatunturinpolku 5 A,60.23946119999999,25.1135008,3h+k,3,0,69 m²,2001,1 099 €/kk 
Tarkk'ampujankatu 12 A,60.160827,24.9445246,2h+k+kph,2,0,58 m²,1935,1 295 €/kk 
Ounasvaarantie 5 B,60.23861169999999,25.1138172,3h+k+kph+s+wc+lasitettu parvek,3,1,"73,5 m²",1981,1 050 €/kk 
Ida Aalbergin tie 3b B,60.23150949999999,24.8987604,1h+kk,1,0,24 m²,1959,660 €/kk 
Harustie 5 D,60.2041332,25.1226891,3h+k+s,3,1,76 m²,1991,1 159 €/kk 
Keinulaudantie 2b,60.2357017,25.0808918,2H+KT,2,0,50 m²,2020,960 €/kk 
Pengerkatu 7 A,60.18389500000001,24.9568998,1h+k+kph+alkovi,1,0,48 m²,1932,925 €/kk 
Pilvenpyörteentie 21 B,60.24868799999999,25.0302465,1h + ak + lasitettu parveke,1,0,42 m²,2020,"873,40 €/kk "
Kustinpolku 17 A,60.218499,24.924674,2h+kt,2,0,46 m²,2023,1 070 €/kk 
Steniuksentie 28 B,60.21537840000001,24.897129,1h + kk + parveke,1,0,"31,5 m²",1958,770 €/kk 
Postiljooninkatu 11 B,60.21818810000001,24.9271956,1H+KT+P,1,0,33 m²,2021,886 €/kk 
Helsinginkatu 7 B,60.18762109999999,24.9576345,2h+avok+kph+parvi,2,0,"45,5 m²",1908,820 €/kk 
Tapulikaupungintie  13,60.27708680000001,25.0351375,2H+K+S,2,1,"61,5 m²",2000,1 030 €/kk 
Tammitie 21 A,60.1959408,24.883919,2h+k+kph+p,2,0,"49,5 m²",1960,845 €/kk 
Aallonhalkoja  1,60.1823743,24.9791978,1h + k + p,1,0,32 m²,2019,895 €/kk 
Kivensilmänkuja 3,60.22366040000001,25.0739473,3H+KK+S,3,1,75 m²,2011,1 429 €/kk 
